-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,387,387,387,387,387,387,-1,387,387,387,387,387,387,-1
-1,387,387,387,387,387,-1,-1,-1,387,387,387,387,387,-1
-1,387,387,387,387,387,408,409,409,387,387,387,387,387,-1
-1,387,387,387,387,387,449,450,450,387,387,387,387,387,-1
-1,387,387,387,387,387,-1,-1,-1,387,387,387,387,387,-1
-1,387,-1,-1,-1,387,-1,-1,-1,387,-1,-1,-1,387,-1
-1,387,-1,-1,-1,387,-1,-1,-1,387,-1,-1,-1,387,-1
-1,387,387,385,387,387,-1,-1,-1,387,387,385,387,387,-1
-1,387,387,387,387,387,-1,-1,-1,387,387,387,387,387,-1
-1,387,387,387,387,387,408,409,409,387,387,387,387,387,-1
-1,387,387,387,387,387,449,450,450,387,387,387,387,387,-1
-1,387,387,387,387,387,-1,-1,-1,387,387,387,387,387,-1
-1,387,387,387,387,387,387,-1,387,387,387,387,387,387,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
