435,435,435,435,435,435,435,435,435,435,435,435,435,435,435
435,435,435,435,435,435,435,435,435,435,435,435,435,435,435
435,435,435,435,435,435,435,435,435,435,435,435,435,435,435
435,435,435,435,435,435,435,435,435,435,435,435,435,435,435
435,435,435,356,356,356,356,356,356,356,356,356,435,435,435
435,435,435,356,356,356,356,356,356,356,356,356,435,435,435
435,435,435,356,356,356,356,356,356,356,356,356,435,435,435
435,435,435,356,356,356,356,356,356,356,356,356,435,435,435
435,435,435,356,356,356,356,356,356,356,356,356,435,435,435
435,435,435,356,356,356,356,356,356,356,356,356,435,435,435
435,435,435,356,356,356,356,356,356,356,356,356,435,435,435
435,435,435,435,435,435,435,435,435,435,435,435,435,435,435
435,435,435,435,435,435,435,435,435,435,435,435,435,435,435
435,434,434,434,434,434,434,434,434,434,434,434,434,434,435
435,435,435,435,435,435,435,435,435,435,435,435,435,435,435
