-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,128,128,128,128,128,128,128,128,128,128,128,129,128,-1
-1,128,129,128,128,128,128,128,128,128,128,128,128,128,-1
-1,128,128,128,128,128,128,128,128,128,128,128,128,128,-1
-1,128,128,128,128,128,128,128,128,128,128,128,128,128,-1
-1,128,128,128,128,128,128,128,128,128,128,128,128,128,-1
-1,128,128,128,128,128,129,128,128,128,128,128,128,128,-1
-1,128,128,128,128,128,128,128,128,128,128,128,128,128,-1
-1,128,128,128,128,128,128,128,128,128,128,128,128,128,-1
-1,129,128,128,128,128,128,128,128,128,128,128,129,128,-1
-1,128,128,128,128,128,128,128,128,128,128,128,128,128,-1
-1,128,128,128,128,128,128,128,128,128,128,128,128,128,-1
-1,128,128,128,128,128,128,128,128,128,128,128,128,128,-1
-1,128,128,128,128,128,128,128,128,128,128,128,128,128,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
