-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,123,127,127,127,-1,-1,-1,127,127,127,123,-1,-1
-1,-1,127,127,127,127,-1,-1,-1,127,127,127,127,-1,-1
-1,127,-1,-1,123,127,-1,-1,-1,127,123,-1,-1,127,-1
-1,127,-1,-1,123,-1,-1,127,-1,-1,123,-1,-1,127,-1
-1,127,123,127,-1,127,123,127,123,127,-1,127,123,127,-1
-1,-1,-1,-1,-1,123,127,123,127,123,-1,-1,-1,-1,-1
-1,127,-1,-1,127,127,123,127,123,127,127,-1,-1,127,-1
-1,-1,-1,-1,-1,123,127,123,127,123,-1,-1,-1,-1,-1
-1,127,123,127,123,127,123,127,123,127,123,127,123,127,-1
-1,127,127,127,127,123,-1,127,-1,123,127,127,127,127,-1
-1,-1,-1,-1,127,127,-1,-1,-1,127,127,-1,-1,-1,-1
-1,-1,-1,-1,127,123,-1,-1,-1,123,127,-1,-1,-1,-1
-1,-1,-1,127,127,127,-1,-1,-1,127,127,127,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
