49,49,49,49,49,49,49,49,49,49,49,49,49,49,49
49,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,49
49,-1,-1,-1,-1,-1,258,259,260,258,259,260,-1,-1,49
49,-1,-1,-1,-1,-1,299,300,301,299,300,301,-1,-1,49
49,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,49
49,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,49
49,-1,92,-1,94,-1,-1,-1,-1,-1,-1,92,-1,94,49
49,-1,133,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,135,49
49,-1,174,-1,176,-1,-1,-1,-1,-1,-1,174,-1,176,49
49,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,49
49,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,49
49,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,49
49,-1,-1,124,125,-1,-1,-1,-1,-1,-1,124,125,-1,49
49,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,49
49,49,49,49,49,49,49,49,49,49,49,49,49,49,49
